id,log_date,timestamp,location,dominan,aqi,pm25,pm10,co,no2,so2,o3
1963,2025-04-26 15:43:56.940711+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1964,2025-04-26 15:44:57.61632+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1965,2025-04-26 15:45:58.267616+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1966,2025-04-26 15:46:59.022887+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1967,2025-04-26 15:47:59.672797+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1968,2025-04-26 15:49:00.375582+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1969,2025-04-26 15:50:01.062711+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1970,2025-04-26 15:51:01.74945+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1971,2025-04-26 15:52:02.417425+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1972,2025-04-26 15:53:03.164529+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1973,2025-04-26 15:54:03.85706+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1974,2025-04-26 15:55:04.55596+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1975,2025-04-26 15:56:05.198634+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1976,2025-04-26 15:57:05.880386+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1977,2025-04-26 15:58:06.918345+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1978,2025-04-26 15:59:07.60256+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1979,2025-04-26 16:00:08.25412+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1980,2025-04-26 16:01:09.117764+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1981,2025-04-26 16:02:09.908099+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1982,2025-04-26 16:03:10.609463+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1983,2025-04-26 16:04:11.255603+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1984,2025-04-26 16:05:11.957398+07,2025-04-26 15:00:00+07,surabaya,pm25,98,98,41,,28,11,34
1985,2025-04-26 16:06:12.643043+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
1986,2025-04-26 16:07:13.344104+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
1987,2025-04-26 16:08:14.027628+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
1988,2025-04-26 16:09:15.048244+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
1989,2025-04-26 16:10:15.712436+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
1990,2025-04-26 16:11:16.389298+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
1991,2025-04-26 16:12:17.094448+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
1992,2025-04-26 16:13:17.747782+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
1993,2025-04-26 16:14:18.395144+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
1994,2025-04-26 16:15:19.084514+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
1995,2025-04-26 16:16:19.743949+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
1996,2025-04-26 16:17:20.391726+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
1997,2025-04-26 16:18:21.056312+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
1998,2025-04-26 16:19:21.745629+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
1999,2025-04-26 16:20:22.426153+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2000,2025-04-26 16:21:23.47531+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2001,2025-04-26 16:22:24.128215+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2002,2025-04-26 16:23:24.838014+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2003,2025-04-26 16:24:25.503518+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2004,2025-04-26 16:25:26.170876+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2005,2025-04-26 16:26:26.8192+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2006,2025-04-26 16:27:27.506989+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2007,2025-04-26 16:28:28.185363+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2008,2025-04-26 16:29:28.890808+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2009,2025-04-26 16:30:29.55617+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2010,2025-04-26 16:31:30.244989+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2011,2025-04-26 16:32:31.152101+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2012,2025-04-26 16:33:31.818178+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2013,2025-04-26 16:34:32.477417+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2014,2025-04-26 16:35:33.163852+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2015,2025-04-26 16:36:33.825435+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2016,2025-04-26 16:37:34.748674+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2017,2025-04-26 16:38:35.396439+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2018,2025-04-26 16:39:36.04949+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2019,2025-04-26 16:40:36.734097+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2020,2025-04-26 16:41:37.416538+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2021,2025-04-26 16:42:38.10191+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2022,2025-04-26 16:43:38.763863+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2023,2025-04-26 16:44:39.445133+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2024,2025-04-26 16:45:40.433503+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2025,2025-04-26 16:46:41.117552+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2026,2025-04-26 16:47:41.784191+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2027,2025-04-26 16:48:42.813968+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2028,2025-04-26 16:49:43.46848+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2029,2025-04-26 16:50:44.15695+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2030,2025-04-26 16:51:44.818272+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2031,2025-04-26 16:52:45.471672+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2032,2025-04-26 16:53:46.159767+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2033,2025-04-26 16:54:46.806455+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2034,2025-04-26 16:55:47.488259+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2035,2025-04-26 16:56:48.170708+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2036,2025-04-26 16:57:48.863484+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2037,2025-04-26 16:58:49.52911+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2038,2025-04-26 16:59:50.247421+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2039,2025-04-26 17:00:51.257597+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2040,2025-04-26 17:01:52.250135+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2041,2025-04-26 17:02:52.996731+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2042,2025-04-26 17:03:53.688242+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2043,2025-04-26 17:04:54.353955+07,2025-04-26 16:00:00+07,surabaya,pm25,99,99,41,,28,11,34
2044,2025-04-26 17:05:55.041727+07,2025-04-26 17:00:00+07,surabaya,pm25,99,99,42,,28,11,34
2045,2025-04-26 17:06:55.698154+07,2025-04-26 17:00:00+07,surabaya,pm25,99,99,42,,28,11,34
2046,2025-04-26 17:07:56.403939+07,2025-04-26 17:00:00+07,surabaya,pm25,99,99,42,,28,11,34
2047,2025-04-26 17:08:57.067256+07,2025-04-26 17:00:00+07,surabaya,pm25,99,99,42,,28,11,34
2048,2025-04-26 17:09:57.760198+07,2025-04-26 17:00:00+07,surabaya,pm25,99,99,42,,28,11,34
2049,2025-04-26 17:10:58.447832+07,2025-04-26 17:00:00+07,surabaya,pm25,99,99,42,,28,11,34
2050,2025-04-26 17:11:59.137001+07,2025-04-26 17:00:00+07,surabaya,pm25,99,99,42,,28,11,34
2051,2025-05-01 15:36:30.026598+07,2025-05-01 15:00:00+07,surabaya,pm25,153,153,62,,31,13,42
2052,2025-05-01 15:52:04.22587+07,2025-05-01 15:00:00+07,surabaya,pm25,153,153,62,,31,13,42
2053,2025-05-01 16:07:05.948869+07,2025-05-01 15:00:00+07,surabaya,pm25,153,153,62,,31,13,42
2054,2025-05-01 16:22:07.483155+07,2025-05-01 16:00:00+07,surabaya,pm25,153,153,62,,31,13,42
2055,2025-05-01 16:37:09.230424+07,2025-05-01 16:00:00+07,surabaya,pm25,153,153,62,,31,13,42
2056,2025-05-01 16:52:10.859144+07,2025-05-01 16:00:00+07,surabaya,pm25,153,153,62,,31,13,42
2057,2025-05-01 17:07:12.218953+07,2025-05-01 16:00:00+07,surabaya,pm25,153,153,62,,31,13,42
2058,2025-05-01 17:22:13.670528+07,2025-05-01 17:00:00+07,surabaya,pm25,153,153,63,,31,13,42
2059,2025-05-01 17:37:14.948297+07,2025-05-01 17:00:00+07,surabaya,pm25,153,153,63,,31,13,42
2060,2025-05-01 17:52:16.228683+07,2025-05-01 17:00:00+07,surabaya,pm25,153,153,63,,31,13,42
2061,2025-05-01 18:07:17.592475+07,2025-05-01 17:00:00+07,surabaya,pm25,153,153,63,,31,13,42
2062,2025-05-01 18:22:18.954743+07,2025-05-01 18:00:00+07,surabaya,pm25,154,154,63,,31,13,42
2063,2025-05-01 18:37:20.22117+07,2025-05-01 18:00:00+07,surabaya,pm25,154,154,63,,31,13,42
2064,2025-05-01 18:52:21.720476+07,2025-05-01 18:00:00+07,surabaya,pm25,154,154,63,,31,13,42
2065,2025-05-01 20:17:27.32967+07,2025-05-01 20:00:00+07,surabaya,pm25,154,154,63,,31,13,42
2066,2025-05-01 20:32:29.362292+07,2025-05-01 20:00:00+07,surabaya,pm25,154,154,63,,31,13,42
2067,2025-05-03 15:51:34.022168+07,2025-05-03 12:00:00+07,surabaya,pm25,87,87,34,,36,13,42
2103,2025-05-06 04:54:20.748372+07,2025-05-06 04:00:00+07,surabaya,pm25,129,129,53,,51,35,
2104,2025-05-06 05:09:22.230737+07,2025-05-06 05:00:00+07,surabaya,pm25,131,131,53,,51,35,1
2105,2025-05-06 05:24:23.699723+07,2025-05-06 05:00:00+07,surabaya,pm25,131,131,53,,51,35,1
2106,2025-05-06 07:25:16.207169+07,2025-05-06 07:00:00+07,surabaya,pm25,136,136,54,,51,34,2
2107,2025-05-06 07:40:17.54514+07,2025-05-06 07:00:00+07,surabaya,pm25,136,136,54,,51,34,2
2108,2025-05-06 07:55:18.773999+07,2025-05-06 07:00:00+07,surabaya,pm25,136,136,54,,51,34,2
2109,2025-05-06 14:06:08.536217+07,2025-05-06 14:00:00+07,surabaya,pm25,10,,,,,,
2110,2025-05-06 14:21:10.004805+07,2025-05-06 14:00:00+07,surabaya,pm25,10,,,,,,
2111,2025-05-06 14:36:11.42311+07,2025-05-06 14:00:00+07,surabaya,pm25,10,,,,,,
2112,2025-05-06 14:51:12.874082+07,2025-05-06 14:00:00+07,surabaya,pm25,10,,,,,,
2113,2025-05-06 15:06:14.316881+07,2025-05-06 15:00:00+07,surabaya,pm25,11,,,,,,
2114,2025-05-06 15:21:15.845654+07,2025-05-06 15:00:00+07,surabaya,pm25,11,,,,,,
2115,2025-05-06 15:36:17.317397+07,2025-05-06 15:00:00+07,surabaya,pm25,11,,,,,,
2116,2025-05-06 15:51:19.04956+07,2025-05-06 15:00:00+07,surabaya,pm25,11,,,,,,
2117,2025-05-06 16:06:20.538586+07,2025-05-06 16:00:00+07,surabaya,pm25,13,,,,,,
2118,2025-05-06 16:21:22.030825+07,2025-05-06 16:00:00+07,surabaya,pm25,13,,,,,,
2119,2025-05-06 16:36:23.488981+07,2025-05-06 16:00:00+07,surabaya,pm25,13,,,,,,
2120,2025-05-06 16:51:25.0194+07,2025-05-06 16:00:00+07,surabaya,pm25,13,,,,,,
2121,2025-05-06 17:06:26.535221+07,2025-05-06 17:00:00+07,surabaya,pm25,15,,,,,,
2122,2025-05-06 17:21:27.983904+07,2025-05-06 17:00:00+07,surabaya,pm25,15,,,,,,
2123,2025-05-06 17:36:29.478574+07,2025-05-06 17:00:00+07,surabaya,pm25,15,,,,,,
2124,2025-05-06 17:51:30.950732+07,2025-05-06 17:00:00+07,surabaya,pm25,15,,,,,,
2125,2025-05-06 18:06:32.429285+07,2025-05-06 17:00:00+07,surabaya,pm25,15,,,,,,
2126,2025-05-06 18:21:34.008108+07,2025-05-06 17:00:00+07,surabaya,pm25,15,,,,,,
2127,2025-05-06 18:36:35.497844+07,2025-05-06 17:00:00+07,surabaya,pm25,15,,,,,,
2128,2025-05-06 18:51:36.972478+07,2025-05-06 17:00:00+07,surabaya,pm25,15,,,,,,
2129,2025-05-06 19:06:38.450015+07,2025-05-06 17:00:00+07,surabaya,pm25,15,,,,,,
2130,2025-05-06 19:21:39.967962+07,2025-05-06 17:00:00+07,surabaya,pm25,15,,,,,,
2131,2025-05-06 19:36:41.510276+07,2025-05-06 17:00:00+07,surabaya,pm25,15,,,,,,
2132,2025-05-06 19:51:42.352481+07,2025-05-06 17:00:00+07,surabaya,pm25,15,,,,,,
2133,2025-05-06 20:06:43.811791+07,2025-05-06 17:00:00+07,surabaya,pm25,15,,,,,,
2134,2025-05-06 20:21:45.311277+07,2025-05-06 17:00:00+07,surabaya,pm25,15,,,,,,
2135,2025-05-06 20:36:47.025478+07,2025-05-06 17:00:00+07,surabaya,pm25,15,,,,,,
2136,2025-05-06 20:51:48.468779+07,2025-05-06 17:00:00+07,surabaya,pm25,15,,,,,,
2185,2025-05-08 12:32:24.098152+07,2025-05-08 12:00:00+07,surabaya,pm25,144,144,56,,16,29,4
2186,2025-05-08 12:47:25.731442+07,2025-05-08 12:00:00+07,surabaya,pm25,144,144,56,,16,29,4
2187,2025-05-08 13:02:27.378005+07,2025-05-08 12:00:00+07,surabaya,pm25,144,144,56,,16,29,4
2188,2025-05-08 13:17:29.348193+07,2025-05-08 13:00:00+07,surabaya,pm25,142,142,56,,16,29,5
2189,2025-05-08 13:32:31.010569+07,2025-05-08 13:00:00+07,surabaya,pm25,142,142,56,,16,29,5
2190,2025-05-08 13:47:32.61766+07,2025-05-08 13:00:00+07,surabaya,pm25,142,142,56,,16,29,5
2191,2025-05-08 14:02:34.289381+07,2025-05-08 13:00:00+07,surabaya,pm25,142,142,56,,16,29,5
2192,2025-05-08 14:17:35.935681+07,2025-05-08 14:00:00+07,surabaya,pm25,139,139,55,,15,29,7
2193,2025-05-08 14:32:37.712852+07,2025-05-08 14:00:00+07,surabaya,pm25,139,139,55,,15,29,7
2194,2025-05-08 14:47:39.466001+07,2025-05-08 14:00:00+07,surabaya,pm25,139,139,55,,15,29,7
2195,2025-05-08 15:02:40.939813+07,2025-05-08 14:00:00+07,surabaya,pm25,139,139,55,,15,29,7
2196,2025-05-08 15:17:42.309252+07,2025-05-08 15:00:00+07,surabaya,pm25,136,136,54,,15,29,9
2197,2025-05-08 15:32:44.200215+07,2025-05-08 15:00:00+07,surabaya,pm25,136,136,54,,15,29,9
2198,2025-05-08 15:47:45.729577+07,2025-05-08 15:00:00+07,surabaya,pm25,136,136,54,,15,29,9
2199,2025-05-08 16:02:47.220188+07,2025-05-08 15:00:00+07,surabaya,pm25,136,136,54,,15,29,9
2200,2025-05-08 16:17:48.831088+07,2025-05-08 16:00:00+07,surabaya,pm25,135,135,54,,15,29,12
2201,2025-05-08 16:32:50.270392+07,2025-05-08 16:00:00+07,surabaya,pm25,135,135,54,,15,29,12
2202,2025-05-08 16:47:52.151016+07,2025-05-08 16:00:00+07,surabaya,pm25,135,135,54,,15,29,12
2203,2025-05-08 17:02:53.582221+07,2025-05-08 16:00:00+07,surabaya,pm25,135,135,54,,15,29,12
2204,2025-05-08 17:17:55.299114+07,2025-05-08 17:00:00+07,surabaya,pm25,135,135,54,,16,27,15
2205,2025-05-08 17:58:13.124386+07,2025-05-08 17:00:00+07,surabaya,pm25,135,135,54,,16,27,15
2206,2025-05-08 18:13:14.409811+07,2025-05-08 18:00:00+07,surabaya,pm25,133,133,53,,15,26,18
2207,2025-05-08 18:28:15.641942+07,2025-05-08 18:00:00+07,surabaya,pm25,133,133,53,,15,26,18
2208,2025-05-08 18:43:16.899438+07,2025-05-08 18:00:00+07,surabaya,pm25,133,133,53,,15,26,18
2209,2025-05-08 18:58:18.096786+07,2025-05-08 18:00:00+07,surabaya,pm25,133,133,53,,15,26,18
2210,2025-05-08 19:13:19.508318+07,2025-05-08 19:00:00+07,surabaya,pm25,131,131,53,,15,25,21
2211,2025-05-08 19:28:20.745879+07,2025-05-08 19:00:00+07,surabaya,pm25,131,131,53,,15,25,21
2212,2025-05-08 19:43:21.982092+07,2025-05-08 19:00:00+07,surabaya,pm25,131,131,53,,15,25,21
2213,2025-05-08 19:58:23.220128+07,2025-05-08 19:00:00+07,surabaya,pm25,131,131,53,,15,25,21
2214,2025-05-08 20:13:24.585511+07,2025-05-08 20:00:00+07,surabaya,pm25,132,132,53,,14,25,25
2215,2025-05-08 20:28:25.881841+07,2025-05-08 20:00:00+07,surabaya,pm25,132,132,53,,14,25,25
2216,2025-05-08 20:43:27.149088+07,2025-05-08 20:00:00+07,surabaya,pm25,132,132,53,,14,25,25
2217,2025-05-08 20:58:28.389511+07,2025-05-08 20:00:00+07,surabaya,pm25,132,132,53,,14,25,25
2218,2025-05-08 21:13:29.988588+07,2025-05-08 21:00:00+07,surabaya,pm25,132,132,53,,15,25,26
2219,2025-05-08 21:28:31.378594+07,2025-05-08 21:00:00+07,surabaya,pm25,132,132,53,,15,25,26
2220,2025-05-08 21:43:33.381954+07,2025-05-08 21:00:00+07,surabaya,pm25,132,132,53,,15,25,26
2221,2025-05-08 21:58:34.712311+07,2025-05-08 21:00:00+07,surabaya,pm25,132,132,53,,15,25,26
2222,2025-05-08 22:13:35.486432+07,2025-05-08 22:00:00+07,surabaya,pm25,123,123,51,,16,25,27
2223,2025-05-08 22:28:36.829055+07,2025-05-08 22:00:00+07,surabaya,pm25,123,123,51,,16,25,27
2224,2025-05-09 06:21:09.105714+07,2025-05-09 06:00:00+07,surabaya,pm25,112,112,46,,15,25,43
2225,2025-05-09 06:36:10.565943+07,2025-05-09 06:00:00+07,surabaya,pm25,112,112,46,,15,25,43
2226,2025-05-09 06:51:11.989572+07,2025-05-09 06:00:00+07,surabaya,pm25,112,112,46,,15,25,43
2227,2025-05-09 07:06:13.455319+07,2025-05-09 06:00:00+07,surabaya,pm25,112,112,46,,15,25,43
2228,2025-05-09 07:21:14.927571+07,2025-05-09 07:00:00+07,surabaya,pm25,115,115,48,,14,24,46
2229,2025-05-09 07:36:16.357887+07,2025-05-09 07:00:00+07,surabaya,pm25,115,115,48,,14,24,46
2230,2025-05-09 07:51:17.05105+07,2025-05-09 07:00:00+07,surabaya,pm25,115,115,48,,14,24,46
2231,2025-05-09 08:06:18.743818+07,2025-05-09 07:00:00+07,surabaya,pm25,115,115,48,,14,24,46
2232,2025-05-09 08:21:20.329592+07,2025-05-09 08:00:00+07,surabaya,pm25,116,116,48,,14,24,50
2233,2025-05-09 08:36:22.068722+07,2025-05-09 08:00:00+07,surabaya,pm25,116,116,48,,14,24,50
2234,2025-05-09 09:10:25.77378+07,2025-05-09 09:00:00+07,surabaya,pm25,111,111,46,,14,24,54
2235,2025-05-09 09:25:27.199339+07,2025-05-09 09:00:00+07,surabaya,pm25,111,111,46,,14,24,54
2236,2025-05-09 09:40:28.891884+07,2025-05-09 09:00:00+07,surabaya,pm25,111,111,46,,14,24,54
2237,2025-05-09 09:55:30.164007+07,2025-05-09 09:00:00+07,surabaya,pm25,111,111,46,,14,24,54
2238,2025-05-09 10:10:31.420046+07,2025-05-09 10:00:00+07,surabaya,pm25,103,103,43,,15,24,58
2239,2025-05-09 10:25:32.697308+07,2025-05-09 10:00:00+07,surabaya,pm25,103,103,43,,15,24,58
2240,2025-05-09 10:40:33.9996+07,2025-05-09 10:00:00+07,surabaya,pm25,103,103,43,,15,24,58
2241,2025-05-09 10:55:35.359032+07,2025-05-09 10:00:00+07,surabaya,pm25,103,103,43,,15,24,58
2242,2025-05-09 11:10:36.634161+07,2025-05-09 11:00:00+07,surabaya,pm25,97,97,39,,14,24,62
2243,2025-05-09 11:25:37.939464+07,2025-05-09 11:00:00+07,surabaya,pm25,97,97,39,,14,24,62
2244,2025-05-09 11:40:39.24707+07,2025-05-09 11:00:00+07,surabaya,pm25,97,97,39,,14,24,62
2245,2025-05-09 11:55:40.855872+07,2025-05-09 11:00:00+07,surabaya,pm25,97,97,39,,14,24,62
2246,2025-05-09 12:10:42.083644+07,2025-05-09 12:00:00+07,surabaya,pm25,94,94,38,,14,24,65
2247,2025-05-09 12:40:03.398927+07,2025-05-09 12:00:00+07,surabaya,pm25,94,94,38,,14,24,65
2248,2025-05-09 12:55:04.873405+07,2025-05-09 12:00:00+07,surabaya,pm25,94,94,38,,14,24,65
2249,2025-05-09 13:10:06.276188+07,2025-05-09 13:00:00+07,surabaya,pm25,92,92,37,,15,24,69
2250,2025-05-09 13:25:07.607518+07,2025-05-09 13:00:00+07,surabaya,pm25,92,92,37,,15,24,69
2251,2025-05-09 13:40:08.911525+07,2025-05-09 13:00:00+07,surabaya,pm25,92,92,37,,15,24,69
2252,2025-05-09 13:55:09.61194+07,2025-05-09 13:00:00+07,surabaya,pm25,92,92,37,,15,24,69
2253,2025-05-09 14:10:10.83653+07,2025-05-09 14:00:00+07,surabaya,pm25,91,91,36,,15,24,73
2254,2025-05-09 14:25:12.031221+07,2025-05-09 14:00:00+07,surabaya,pm25,91,91,36,,15,24,73
2255,2025-05-09 14:40:13.233241+07,2025-05-09 14:00:00+07,surabaya,pm25,91,91,36,,15,24,73
2256,2025-05-09 14:55:14.467785+07,2025-05-09 14:00:00+07,surabaya,pm25,91,91,36,,15,24,73
2257,2025-05-09 15:10:15.699054+07,2025-05-09 15:00:00+07,surabaya,pm25,90,90,36,,15,24,76
2258,2025-05-09 15:25:17.296316+07,2025-05-09 15:00:00+07,surabaya,pm25,90,90,36,,15,24,76
2259,2025-05-09 15:40:18.551694+07,2025-05-09 15:00:00+07,surabaya,pm25,90,90,36,,15,24,76
2260,2025-05-09 15:55:19.7358+07,2025-05-09 15:00:00+07,surabaya,pm25,90,90,36,,15,24,76
2261,2025-05-09 16:10:20.981211+07,2025-05-09 16:00:00+07,surabaya,pm25,89,89,35,,14,24,80
2262,2025-05-09 16:25:22.244557+07,2025-05-09 16:00:00+07,surabaya,pm25,89,89,35,,14,24,80
2263,2025-05-09 16:40:23.502382+07,2025-05-09 16:00:00+07,surabaya,pm25,89,89,35,,14,24,80
2264,2025-05-09 16:55:24.717615+07,2025-05-09 16:00:00+07,surabaya,pm25,89,89,35,,14,24,80
2265,2025-05-09 17:10:25.943939+07,2025-05-09 17:00:00+07,surabaya,pm25,88,88,35,,14,24,80
2266,2025-05-09 17:25:27.170608+07,2025-05-09 17:00:00+07,surabaya,pm25,88,88,35,,14,24,80
2267,2025-05-09 17:40:28.47927+07,2025-05-09 17:00:00+07,surabaya,pm25,88,88,35,,14,24,80
2268,2025-05-09 17:55:29.765379+07,2025-05-09 17:00:00+07,surabaya,pm25,88,88,35,,14,24,80
2269,2025-05-09 18:10:31.008484+07,2025-05-09 18:00:00+07,surabaya,pm25,87,87,34,,15,24,77
2270,2025-05-09 18:25:32.320379+07,2025-05-09 18:00:00+07,surabaya,pm25,87,87,34,,15,24,77
2271,2025-05-09 18:40:33.554216+07,2025-05-09 18:00:00+07,surabaya,pm25,87,87,34,,15,24,77
2272,2025-05-09 18:55:34.784104+07,2025-05-09 18:00:00+07,surabaya,pm25,87,87,34,,15,24,77
2273,2025-05-09 19:10:36.024131+07,2025-05-09 19:00:00+07,surabaya,pm25,87,87,34,,15,23,74
2274,2025-05-09 19:25:37.233265+07,2025-05-09 19:00:00+07,surabaya,pm25,87,87,34,,15,23,74
2275,2025-05-09 19:40:38.796944+07,2025-05-09 19:00:00+07,surabaya,pm25,87,87,34,,15,23,74
2276,2025-05-09 19:55:40.030141+07,2025-05-09 19:00:00+07,surabaya,pm25,87,87,34,,15,23,74
2277,2025-05-09 20:10:41.349483+07,2025-05-09 20:00:00+07,surabaya,pm25,86,86,33,,14,23,69
2278,2025-05-09 20:25:42.594194+07,2025-05-09 20:00:00+07,surabaya,pm25,86,86,33,,14,23,69
2279,2025-05-09 20:40:43.831231+07,2025-05-09 20:00:00+07,surabaya,pm25,86,86,33,,14,23,69
2280,2025-05-10 05:41:11.43998+07,2025-05-10 05:00:00+07,surabaya,pm25,90,90,35,,14,19,73
2281,2025-05-10 05:56:13.384401+07,2025-05-10 05:00:00+07,surabaya,pm25,90,90,35,,14,19,73
2282,2025-05-10 06:11:14.838857+07,2025-05-10 06:00:00+07,surabaya,pm25,86,86,34,,15,19,73
2283,2025-05-10 07:23:02.408466+07,2025-05-10 07:00:00+07,surabaya,pm25,82,82,32,,16,18,73
2284,2025-05-10 07:38:03.649552+07,2025-05-10 07:00:00+07,surabaya,pm25,82,82,32,,16,18,73
2285,2025-05-10 07:53:04.87039+07,2025-05-10 07:00:00+07,surabaya,pm25,82,82,32,,16,18,73
2286,2025-05-11 19:06:22.319406+07,2025-05-11 18:00:00+07,surabaya,pm25,87,87,34,,8,15,86
2287,2025-05-11 19:21:23.786872+07,2025-05-11 19:00:00+07,surabaya,pm25,87,87,34,,8,15,87
2288,2025-05-11 19:36:25.355601+07,2025-05-11 19:00:00+07,surabaya,pm25,87,87,34,,8,15,87
